V_pop,0.00574611,-0.00509066,-0.000535481,-0.0114819,-0.00820293,-0.00385973,-0.00487133,0.000147479
k20_pop,-0.00509066,0.00574993,-0.000706192,0.0156891,0.00195019,0.00650004,0.00132131,3.786e-07
beta_k20_Drug_YTE,-0.000535481,-0.000706192,0.00241856,-0.00431411,0.00804412,-0.00267627,0.00491674,-6.61888e-06
k12_pop,-0.0114819,0.0156891,-0.00431411,0.0818433,-0.0420616,0.048111,-0.0304716,-1.37611e-06
beta_k12_Drug_YTE,-0.00820293,0.00195019,0.00804412,-0.0420616,0.228978,-0.0347382,0.211437,-3.8511e-05
k21_pop,-0.00385973,0.00650004,-0.00267627,0.048111,-0.0347382,0.0339913,-0.0280617,-5.72031e-07
beta_k21_Drug_YTE,-0.00487133,0.00132131,0.00491674,-0.0304716,0.211437,-0.0280617,0.215135,-2.28178e-05
b,0.000147479,3.786e-07,-6.61888e-06,-1.37611e-06,-3.8511e-05,-5.72031e-07,-2.28178e-05,0.000308767
